tethya01_3315	twilhelma_v1_3557_len_5042
tethya01_6747	twilhelma_v1_1301_len_21200
tethya01_6746	twilhelma_v1_1160_len_25994
tethya01_911	twilhelma_v1_1181_len_25392
tethya01_910	twilhelma_v1_1462_len_17493
tethya01_913	twilhelma_v1_1246_len_22555
tethya01_912	twilhelma_v1_2033_len_10130
tethya01_915	twilhelma_v1_0111_len_156002
tethya01_914	twilhelma_v1_1483_len_16972
tethya01_7168	twilhelma_v1_1840_len_11832
tethya01_916	twilhelma_v1_1748_len_12787
tethya01_7166	twilhelma_v1_1919_len_10920
tethya01_7167	twilhelma_v1_1837_len_11898
tethya01_7164	twilhelma_v1_1828_len_12018
tethya01_7165	twilhelma_v1_1832_len_11942
tethya01_7162	twilhelma_v1_1823_len_12036
tethya01_7160	twilhelma_v1_1818_len_12120
tethya01_7173	twilhelma_v1_1865_len_11634
tethya01_6543	twilhelma_v1_5759_len_1378
tethya01_138	twilhelma_v1_0732_len_49793
tethya01_6541	twilhelma_v1_5756_len_1386
tethya01_6540	twilhelma_v1_5754_len_1400
tethya01_6545	twilhelma_v1_5761_len_1364
tethya01_6544	twilhelma_v1_5760_len_1365
tethya01_6098	twilhelma_v1_4157_len_3756
tethya01_5241	twilhelma_v1_5329_len_1917
tethya01_5843	twilhelma_v1_5924_len_1035
tethya01_5842	twilhelma_v1_5922_len_1038
tethya01_1834	twilhelma_v1_2359_len_8906
tethya01_1835	twilhelma_v1_2360_len_8904
tethya01_5847	twilhelma_v1_5928_len_1019
tethya01_5846	twilhelma_v1_5926_len_1024
tethya01_5849	twilhelma_v1_5931_len_1016
tethya01_5848	twilhelma_v1_5929_len_1019
tethya01_4462	twilhelma_v1_4592_len_2979
tethya01_4461	twilhelma_v1_4591_len_2981
tethya01_4467	twilhelma_v1_4595_len_2973
tethya01_4464	twilhelma_v1_4593_len_2977
tethya01_4468	twilhelma_v1_4603_len_2951
tethya01_4469	twilhelma_v1_4596_len_2972
tethya01_5598	twilhelma_v1_5691_len_1516
tethya01_5591	twilhelma_v1_5635_len_1579
tethya01_5590	twilhelma_v1_5650_len_1567
tethya01_5593	twilhelma_v1_5627_len_1584
tethya01_5592	twilhelma_v1_5628_len_1584
tethya01_5595	twilhelma_v1_5631_len_1582
tethya01_5594	twilhelma_v1_5630_len_1583
tethya01_5597	twilhelma_v1_5633_len_1581
tethya01_5596	twilhelma_v1_2161_len_9631
tethya01_3478	twilhelma_v1_3711_len_4737
tethya01_3479	twilhelma_v1_3710_len_4738
tethya01_3474	twilhelma_v1_3705_len_4748
tethya01_3475	twilhelma_v1_3708_len_4745
tethya01_3476	twilhelma_v1_3706_len_4748
tethya01_3477	twilhelma_v1_3707_len_4746
tethya01_3471	twilhelma_v1_3700_len_4757
tethya01_5432	twilhelma_v1_5486_len_1741
tethya01_5338	twilhelma_v1_5412_len_1829
tethya01_5335	twilhelma_v1_5410_len_1831
tethya01_5336	twilhelma_v1_5500_len_1727
tethya01_5331	twilhelma_v1_5411_len_1831
tethya01_5330	twilhelma_v1_5406_len_1835
tethya01_5333	twilhelma_v1_5413_len_1829
tethya01_5332	twilhelma_v1_5408_len_1833
tethya01_1652	twilhelma_v1_2247_len_9319
tethya01_675	twilhelma_v1_1631_len_14514
tethya01_1650	twilhelma_v1_2245_len_9322
tethya01_1651	twilhelma_v1_2271_len_9239
tethya01_1656	twilhelma_v1_2251_len_9305
tethya01_1657	twilhelma_v1_2259_len_9281
tethya01_1654	twilhelma_v1_2249_len_9313
tethya01_673	twilhelma_v1_2573_len_8130
tethya01_1658	twilhelma_v1_2253_len_9301
tethya01_1659	twilhelma_v1_2252_len_9302
tethya01_678	twilhelma_v1_1898_len_11161
tethya01_679	twilhelma_v1_1937_len_10698
tethya01_2878	twilhelma_v1_3158_len_6080
tethya01_2877	twilhelma_v1_3156_len_6087
tethya01_2875	twilhelma_v1_3163_len_6072
tethya01_2873	twilhelma_v1_3253_len_5844
tethya01_2872	twilhelma_v1_3155_len_6094
tethya01_2871	twilhelma_v1_3152_len_6096
tethya01_2870	twilhelma_v1_3153_len_6096
tethya01_3658	twilhelma_v1_3869_len_4381
tethya01_3659	twilhelma_v1_3861_len_4393
tethya01_3651	twilhelma_v1_3856_len_4405
tethya01_3652	twilhelma_v1_3855_len_4409
tethya01_3653	twilhelma_v1_3864_len_4391
tethya01_3654	twilhelma_v1_3858_len_4403
tethya01_3655	twilhelma_v1_3860_len_4395
tethya01_3656	twilhelma_v1_3859_len_4399
tethya01_6020	twilhelma_v1_3731_len_4696
tethya01_6021	twilhelma_v1_3735_len_4691
tethya01_6022	twilhelma_v1_3741_len_4679
tethya01_6023	twilhelma_v1_3781_len_4585
tethya01_6024	twilhelma_v1_3758_len_4633
tethya01_6025	twilhelma_v1_3750_len_4657
tethya01_6026	twilhelma_v1_4160_len_3751
tethya01_6027	twilhelma_v1_3761_len_4630
tethya01_6028	twilhelma_v1_3768_len_4610
tethya01_6029	twilhelma_v1_3778_len_4592
tethya01_7016	twilhelma_v1_1537_len_15988
tethya01_2309	twilhelma_v1_2682_len_7712
tethya01_2308	twilhelma_v1_2683_len_7712
tethya01_2307	twilhelma_v1_2680_len_7719
tethya01_2306	twilhelma_v1_2678_len_7720
tethya01_2300	twilhelma_v1_2676_len_7733
tethya01_2302	twilhelma_v1_2679_len_7720
tethya01_6684	twilhelma_v1_0817_len_43717
tethya01_6685	twilhelma_v1_0820_len_43220
tethya01_6686	twilhelma_v1_0824_len_42926
tethya01_6687	twilhelma_v1_0889_len_39247
tethya01_6681	twilhelma_v1_0917_len_37481
tethya01_6682	twilhelma_v1_0811_len_44516
tethya01_6683	twilhelma_v1_0812_len_44360
tethya01_6688	twilhelma_v1_0836_len_42352
tethya01_6689	twilhelma_v1_0842_len_41826
tethya01_7373	twilhelma_v1_0762_len_47556
tethya01_7372	twilhelma_v1_0478_len_74219
tethya01_7371	twilhelma_v1_0243_len_113920
tethya01_7370	twilhelma_v1_0557_len_65510
tethya01_7377	twilhelma_v1_0919_len_37399
tethya01_7376	twilhelma_v1_0364_len_88598
tethya01_7375	twilhelma_v1_1170_len_25714
tethya01_7374	twilhelma_v1_0586_len_62706
tethya01_7379	twilhelma_v1_0560_len_65066
tethya01_7378	twilhelma_v1_0540_len_67545
tethya01_6972	twilhelma_v1_1466_len_17395
tethya01_6973	twilhelma_v1_1440_len_17835
tethya01_6970	twilhelma_v1_1481_len_17064
tethya01_6977	twilhelma_v1_1514_len_16410
tethya01_6974	twilhelma_v1_1473_len_17259
tethya01_6978	twilhelma_v1_1447_len_17664
tethya01_7088	twilhelma_v1_1738_len_12850
tethya01_7083	twilhelma_v1_1682_len_13635
tethya01_7085	twilhelma_v1_1692_len_13514
tethya01_7084	twilhelma_v1_1708_len_13351
tethya01_7087	twilhelma_v1_1688_len_13583
tethya01_7086	twilhelma_v1_1687_len_13585
tethya01_7881	twilhelma_v1_0528_len_69196
tethya01_7880	twilhelma_v1_0477_len_74350
tethya01_7883	twilhelma_v1_0028_len_232722
tethya01_7885	twilhelma_v1_0099_len_165105
tethya01_7884	twilhelma_v1_0425_len_79706
tethya01_7887	twilhelma_v1_0142_len_143394
tethya01_3567	twilhelma_v1_3786_len_4568
tethya01_7889	twilhelma_v1_0102_len_162789
tethya01_7888	twilhelma_v1_0212_len_120684
tethya01_1339	twilhelma_v1_2003_len_10235
tethya01_1338	twilhelma_v1_1999_len_10261
tethya01_1331	twilhelma_v1_1993_len_10285
tethya01_1335	twilhelma_v1_1998_len_10266
tethya01_1334	twilhelma_v1_1996_len_10268
tethya01_1336	twilhelma_v1_2000_len_10261
tethya01_4676	twilhelma_v1_4804_len_2660
tethya01_4675	twilhelma_v1_4790_len_2673
tethya01_4674	twilhelma_v1_4789_len_2674
tethya01_4673	twilhelma_v1_4791_len_2673
tethya01_4672	twilhelma_v1_4788_len_2676
tethya01_4671	twilhelma_v1_4792_len_2670
tethya01_4853	twilhelma_v1_4957_len_2410
tethya01_4850	twilhelma_v1_4962_len_2402
tethya01_4855	twilhelma_v1_4960_len_2405
tethya01_4854	twilhelma_v1_4961_len_2404
tethya01_5106	twilhelma_v1_5204_len_2102
tethya01_5107	twilhelma_v1_5201_len_2107
tethya01_5104	twilhelma_v1_5198_len_2111
tethya01_5105	twilhelma_v1_5202_len_2107
tethya01_5102	twilhelma_v1_5196_len_2113
tethya01_5103	twilhelma_v1_5199_len_2111
tethya01_5101	twilhelma_v1_5200_len_2108
tethya01_5108	twilhelma_v1_5203_len_2106
tethya01_5109	twilhelma_v1_5209_len_2098
tethya01_5023	twilhelma_v1_5138_len_2183
tethya01_2688	twilhelma_v1_2997_len_6591
tethya01_2680	twilhelma_v1_2986_len_6630
tethya01_2681	twilhelma_v1_2988_len_6627
tethya01_2683	twilhelma_v1_3003_len_6571
tethya01_2685	twilhelma_v1_2991_len_6612
tethya01_2465	twilhelma_v1_2807_len_7223
tethya01_2467	twilhelma_v1_2806_len_7224
tethya01_2460	twilhelma_v1_2802_len_7231
tethya01_2461	twilhelma_v1_2826_len_7163
tethya01_2462	twilhelma_v1_2805_len_7227
tethya01_2463	twilhelma_v1_2804_len_7228
tethya01_2469	twilhelma_v1_2808_len_7219
tethya01_5700	twilhelma_v1_5721_len_1469
tethya01_5701	twilhelma_v1_5724_len_1467
tethya01_5874	twilhelma_v1_2294_len_9147
tethya01_5703	twilhelma_v1_5728_len_1453
tethya01_5704	twilhelma_v1_5725_len_1465
tethya01_5873	twilhelma_v1_2285_len_9182
tethya01_1823	twilhelma_v1_2351_len_8925
tethya01_1822	twilhelma_v1_2349_len_8927
tethya01_4875	twilhelma_v1_4982_len_2372
tethya01_4650	twilhelma_v1_4772_len_2701
tethya01_4877	twilhelma_v1_4986_len_2371
tethya01_3221	twilhelma_v1_3474_len_5240
tethya01_3220	twilhelma_v1_3471_len_5243
tethya01_3223	twilhelma_v1_3476_len_5237
tethya01_3222	twilhelma_v1_3485_len_5206
tethya01_3227	twilhelma_v1_3478_len_5227
tethya01_3229	twilhelma_v1_3500_len_5186
tethya01_3228	twilhelma_v1_3480_len_5222
tethya01_4873	twilhelma_v1_4989_len_2367
tethya01_4872	twilhelma_v1_4979_len_2380
tethya01_7236	twilhelma_v1_1932_len_10763
tethya01_7542	twilhelma_v1_0901_len_38409
tethya01_6767	twilhelma_v1_1262_len_22109
tethya01_6766	twilhelma_v1_1286_len_21558
tethya01_337	twilhelma_v1_0214_len_120426
tethya01_6764	twilhelma_v1_1250_len_22476
tethya01_6763	twilhelma_v1_1291_len_21423
tethya01_330	twilhelma_v1_0556_len_65797
tethya01_6761	twilhelma_v1_0858_len_40796
tethya01_6760	twilhelma_v1_1213_len_23843
tethya01_339	twilhelma_v1_0175_len_133173
tethya01_338	twilhelma_v1_0249_len_112354
tethya01_6769	twilhelma_v1_1457_len_17544
tethya01_7545	twilhelma_v1_0292_len_100858
tethya01_7144	twilhelma_v1_1802_len_12256
tethya01_7417	twilhelma_v1_1100_len_28457
tethya01_7414	twilhelma_v1_0750_len_48630
tethya01_7415	twilhelma_v1_0779_len_46732
tethya01_7412	twilhelma_v1_1049_len_30644
tethya01_7413	twilhelma_v1_0907_len_37677
tethya01_7410	twilhelma_v1_0554_len_65893
tethya01_7143	twilhelma_v1_1799_len_12268
tethya01_7148	twilhelma_v1_1806_len_12211
tethya01_7418	twilhelma_v1_1147_len_26465
tethya01_7419	twilhelma_v1_0428_len_79471
tethya01_6327	twilhelma_v1_5066_len_2270
tethya01_6326	twilhelma_v1_5022_len_2330
tethya01_6322	twilhelma_v1_4996_len_2358
tethya01_6321	twilhelma_v1_4994_len_2359
tethya01_6320	twilhelma_v1_4992_len_2364
tethya01_5300	twilhelma_v1_5389_len_1865
tethya01_4998	twilhelma_v1_5111_len_2219
tethya01_4992	twilhelma_v1_5109_len_2222
tethya01_4993	twilhelma_v1_5126_len_2196
tethya01_4990	twilhelma_v1_5099_len_2236
tethya01_4991	twilhelma_v1_5110_len_2222
tethya01_4997	twilhelma_v1_5107_len_2223
tethya01_4994	twilhelma_v1_5105_len_2225
tethya01_4995	twilhelma_v1_5106_len_2225
tethya01_7056	twilhelma_v1_1628_len_14536
tethya01_22	twilhelma_v1_0057_len_188175
tethya01_7053	twilhelma_v1_1622_len_14621
tethya01_4193	twilhelma_v1_4346_len_3400
tethya01_4196	twilhelma_v1_4343_len_3402
tethya01_4197	twilhelma_v1_4347_len_3400
tethya01_4194	twilhelma_v1_4344_len_3402
tethya01_4195	twilhelma_v1_4345_len_3402
tethya01_4198	twilhelma_v1_4348_len_3400
tethya01_1819	twilhelma_v1_2347_len_8928
tethya01_1814	twilhelma_v1_2370_len_8859
tethya01_1815	twilhelma_v1_2352_len_8920
tethya01_1816	twilhelma_v1_2345_len_8936
tethya01_5822	twilhelma_v1_5902_len_1097
tethya01_5825	twilhelma_v1_5903_len_1096
tethya01_1811	twilhelma_v1_2348_len_8928
tethya01_5827	twilhelma_v1_5906_len_1089
tethya01_5826	twilhelma_v1_5905_len_1091
tethya01_4449	twilhelma_v1_4577_len_3000
tethya01_4338	twilhelma_v1_4476_len_3181
tethya01_4440	twilhelma_v1_4569_len_3021
tethya01_4441	twilhelma_v1_4570_len_3021
tethya01_4334	twilhelma_v1_4468_len_3200
tethya01_4443	twilhelma_v1_4599_len_2960
tethya01_4332	twilhelma_v1_4465_len_3204
tethya01_4333	twilhelma_v1_4467_len_3201
tethya01_4330	twilhelma_v1_4463_len_3208
tethya01_4331	twilhelma_v1_4486_len_3172
tethya01_539	twilhelma_v1_1685_len_13610
tethya01_538	twilhelma_v1_1951_len_10543
tethya01_537	twilhelma_v1_1088_len_29022
tethya01_536	twilhelma_v1_1801_len_12258
tethya01_535	twilhelma_v1_1022_len_31668
tethya01_534	twilhelma_v1_1890_len_11249
tethya01_533	twilhelma_v1_0322_len_96005
tethya01_532	twilhelma_v1_2353_len_8914
tethya01_531	twilhelma_v1_1875_len_11483
tethya01_530	twilhelma_v1_1657_len_14057
tethya01_3418	twilhelma_v1_3655_len_4843
tethya01_3419	twilhelma_v1_3656_len_4840
tethya01_3412	twilhelma_v1_3736_len_4691
tethya01_3413	twilhelma_v1_3652_len_4846
tethya01_3411	twilhelma_v1_3647_len_4851
tethya01_3416	twilhelma_v1_3663_len_4820
tethya01_3417	twilhelma_v1_3671_len_4803
tethya01_3414	twilhelma_v1_3650_len_4848
tethya01_3415	twilhelma_v1_3653_len_4845
tethya01_1678	twilhelma_v1_2266_len_9256
tethya01_1679	twilhelma_v1_2268_len_9254
tethya01_5318	twilhelma_v1_5401_len_1844
tethya01_5682	twilhelma_v1_5702_len_1505
tethya01_1670	twilhelma_v1_2260_len_9278
tethya01_5312	twilhelma_v1_5404_len_1837
tethya01_1673	twilhelma_v1_2265_len_9258
tethya01_5317	twilhelma_v1_5398_len_1848
tethya01_1675	twilhelma_v1_2263_len_9264
tethya01_5315	twilhelma_v1_5399_len_1847
tethya01_1677	twilhelma_v1_2264_len_9260
tethya01_652	twilhelma_v1_2267_len_9256
tethya01_653	twilhelma_v1_1647_len_14238
tethya01_650	twilhelma_v1_1133_len_26992
tethya01_651	twilhelma_v1_0411_len_81671
tethya01_656	twilhelma_v1_1214_len_23770
tethya01_657	twilhelma_v1_0465_len_76083
tethya01_654	twilhelma_v1_0861_len_40629
tethya01_655	twilhelma_v1_1670_len_13913
tethya01_658	twilhelma_v1_1571_len_15395
tethya01_659	twilhelma_v1_0652_len_57146
tethya01_2895	twilhelma_v1_3171_len_6058
tethya01_2897	twilhelma_v1_3172_len_6057
tethya01_2896	twilhelma_v1_3175_len_6055
tethya01_2891	twilhelma_v1_3168_len_6060
tethya01_2893	twilhelma_v1_3169_len_6059
tethya01_2099	twilhelma_v1_2529_len_8296
tethya01_2095	twilhelma_v1_2536_len_8276
tethya01_2094	twilhelma_v1_2525_len_8320
tethya01_2097	twilhelma_v1_2528_len_8297
tethya01_2093	twilhelma_v1_2572_len_8134
tethya01_2092	twilhelma_v1_2575_len_8121
tethya01_2329	twilhelma_v1_2699_len_7659
tethya01_2323	twilhelma_v1_2697_len_7671
tethya01_2322	twilhelma_v1_2696_len_7672
tethya01_2321	twilhelma_v1_2694_len_7675
tethya01_2320	twilhelma_v1_2695_len_7675
tethya01_7319	twilhelma_v1_1056_len_30471
tethya01_7311	twilhelma_v1_0519_len_70353
tethya01_7310	twilhelma_v1_0050_len_197893
tethya01_7313	twilhelma_v1_0717_len_51172
tethya01_7312	twilhelma_v1_0656_len_56309
tethya01_7315	twilhelma_v1_0526_len_69307
tethya01_7314	twilhelma_v1_0764_len_47422
tethya01_7317	twilhelma_v1_0736_len_49681
tethya01_7316	twilhelma_v1_0673_len_54973
tethya01_214	twilhelma_v1_1019_len_31779
tethya01_6958	twilhelma_v1_1391_len_18897
tethya01_6959	twilhelma_v1_1430_len_17973
tethya01_6408	twilhelma_v1_5372_len_1885
tethya01_6409	twilhelma_v1_5364_len_1893
tethya01_6950	twilhelma_v1_1358_len_19493
tethya01_6951	twilhelma_v1_1363_len_19350
tethya01_6404	twilhelma_v1_5348_len_1906
tethya01_6405	twilhelma_v1_5351_len_1902
tethya01_6954	twilhelma_v1_1433_len_17961
tethya01_6403	twilhelma_v1_5340_len_1911
tethya01_6956	twilhelma_v1_1393_len_18861
tethya01_6957	twilhelma_v1_1386_len_18948
tethya01_1312	twilhelma_v1_1978_len_10346
tethya01_1310	twilhelma_v1_1977_len_10369
tethya01_7391	twilhelma_v1_0207_len_122674
tethya01_1319	twilhelma_v1_1988_len_10312
tethya01_316	twilhelma_v1_1315_len_20855
tethya01_7390	twilhelma_v1_1272_len_21889
tethya01_4831	twilhelma_v1_4946_len_2418
tethya01_4830	twilhelma_v1_4939_len_2427
tethya01_4835	twilhelma_v1_4955_len_2412
tethya01_4834	twilhelma_v1_4941_len_2423
tethya01_4836	twilhelma_v1_4942_len_2423
tethya01_4839	twilhelma_v1_4948_len_2416
tethya01_4838	twilhelma_v1_4970_len_2394
tethya01_2666	twilhelma_v1_2977_len_6656
tethya01_2664	twilhelma_v1_3037_len_6452
tethya01_2665	twilhelma_v1_2983_len_6636
tethya01_2663	twilhelma_v1_2985_len_6632
tethya01_2660	twilhelma_v1_2975_len_6670
tethya01_2447	twilhelma_v1_2796_len_7263
tethya01_2668	twilhelma_v1_2979_len_6653
tethya01_2114	twilhelma_v1_2545_len_8254
tethya01_5129	twilhelma_v1_5222_len_2076
tethya01_5796	twilhelma_v1_5868_len_1152
tethya01_5124	twilhelma_v1_5220_len_2082
tethya01_5125	twilhelma_v1_5221_len_2082
tethya01_5126	twilhelma_v1_5228_len_2062
tethya01_5127	twilhelma_v1_5229_len_2062
tethya01_5120	twilhelma_v1_5214_len_2087
tethya01_5122	twilhelma_v1_5217_len_2084
tethya01_5123	twilhelma_v1_5218_len_2083
tethya01_689	twilhelma_v1_0327_len_94951
tethya01_5793	twilhelma_v1_5863_len_1166
tethya01_6604	twilhelma_v1_5852_len_1187
tethya01_2401	twilhelma_v1_2757_len_7431
tethya01_2406	twilhelma_v1_2760_len_7411
tethya01_5791	twilhelma_v1_5858_len_1176
tethya01_2405	twilhelma_v1_2759_len_7416
tethya01_2408	twilhelma_v1_2765_len_7401
tethya01_2409	twilhelma_v1_2762_len_7407
tethya01_6606	twilhelma_v1_5898_len_1104
tethya01_6600	twilhelma_v1_5849_len_1197
tethya01_6601	twilhelma_v1_5855_len_1182
tethya01_6602	twilhelma_v1_5851_len_1190
tethya01_6603	twilhelma_v1_5853_len_1187
tethya01_3759	twilhelma_v1_3948_len_4201
tethya01_3758	twilhelma_v1_3947_len_4202
tethya01_3209	twilhelma_v1_3461_len_5261
tethya01_3208	twilhelma_v1_3459_len_5262
tethya01_3206	twilhelma_v1_3460_len_5262
tethya01_3205	twilhelma_v1_3458_len_5267
tethya01_3756	twilhelma_v1_3945_len_4205
tethya01_3203	twilhelma_v1_3456_len_5271
tethya01_3202	twilhelma_v1_3462_len_5256
tethya01_3201	twilhelma_v1_3454_len_5275
tethya01_3200	twilhelma_v1_3451_len_5280
tethya01_353	twilhelma_v1_1626_len_14572
tethya01_352	twilhelma_v1_1550_len_15831
tethya01_351	twilhelma_v1_2220_len_9444
tethya01_350	twilhelma_v1_2698_len_7664
tethya01_357	twilhelma_v1_2018_len_10188
tethya01_356	twilhelma_v1_0996_len_32805
tethya01_355	twilhelma_v1_0043_len_209793
tethya01_354	twilhelma_v1_0433_len_79023
tethya01_359	twilhelma_v1_1660_len_14042
tethya01_358	twilhelma_v1_2902_len_6877
tethya01_7123	twilhelma_v1_1759_len_12664
tethya01_7120	twilhelma_v1_1753_len_12736
tethya01_7121	twilhelma_v1_1754_len_12712
tethya01_7127	twilhelma_v1_1762_len_12621
tethya01_7125	twilhelma_v1_1760_len_12656
tethya01_7128	twilhelma_v1_1766_len_12578
tethya01_4220	twilhelma_v1_4377_len_3343
tethya01_4957	twilhelma_v1_5086_len_2248
tethya01_4955	twilhelma_v1_5059_len_2276
tethya01_4224	twilhelma_v1_4367_len_3367
tethya01_6355	twilhelma_v1_5130_len_2190
tethya01_5573	twilhelma_v1_5607_len_1598
tethya01_7438	twilhelma_v1_0874_len_40017
tethya01_7439	twilhelma_v1_0498_len_71970
tethya01_5572	twilhelma_v1_5608_len_1598
tethya01_7434	twilhelma_v1_0966_len_34554
tethya01_7435	twilhelma_v1_0834_len_42435
tethya01_7436	twilhelma_v1_0542_len_67305
tethya01_7430	twilhelma_v1_0636_len_58406
tethya01_7431	twilhelma_v1_0606_len_60717
tethya01_7432	twilhelma_v1_0361_len_89550
tethya01_7433	twilhelma_v1_0517_len_70594
tethya01_5577	twilhelma_v1_5612_len_1593
tethya01_5576	twilhelma_v1_5617_len_1589
tethya01_5807	twilhelma_v1_5880_len_1133
tethya01_5806	twilhelma_v1_5879_len_1136
tethya01_1878	twilhelma_v1_2382_len_8826
tethya01_5804	twilhelma_v1_2478_len_8474
tethya01_5803	twilhelma_v1_5877_len_1139
tethya01_5802	twilhelma_v1_5876_len_1140
tethya01_5801	twilhelma_v1_5874_len_1142
tethya01_5800	twilhelma_v1_5871_len_1146
tethya01_1870	twilhelma_v1_2383_len_8826
tethya01_1871	twilhelma_v1_2381_len_8839
tethya01_5809	twilhelma_v1_5883_len_1127
tethya01_5808	twilhelma_v1_5881_len_1130
tethya01_4314	twilhelma_v1_4445_len_3231
tethya01_4315	twilhelma_v1_4450_len_3227
tethya01_4316	twilhelma_v1_4451_len_3227
tethya01_4317	twilhelma_v1_4448_len_3230
tethya01_4310	twilhelma_v1_4449_len_3229
tethya01_4311	twilhelma_v1_4441_len_3238
tethya01_4312	twilhelma_v1_4444_len_3232
tethya01_4313	twilhelma_v1_4443_len_3235
tethya01_4319	twilhelma_v1_4461_len_3210
tethya01_515	twilhelma_v1_0835_len_42378
tethya01_514	twilhelma_v1_0180_len_130801
tethya01_517	twilhelma_v1_1548_len_15885
tethya01_516	twilhelma_v1_0196_len_125673
tethya01_511	twilhelma_v1_1399_len_18671
tethya01_510	twilhelma_v1_0661_len_55636
tethya01_513	twilhelma_v1_0751_len_48612
tethya01_512	twilhelma_v1_0563_len_64658
tethya01_519	twilhelma_v1_1507_len_16522
tethya01_518	twilhelma_v1_0032_len_229005
tethya01_3430	twilhelma_v1_3665_len_4818
tethya01_3433	twilhelma_v1_3668_len_4809
tethya01_3434	twilhelma_v1_3674_len_4801
tethya01_3435	twilhelma_v1_3669_len_4807
tethya01_3436	twilhelma_v1_3670_len_4806
tethya01_3437	twilhelma_v1_3672_len_4803
tethya01_3438	twilhelma_v1_3693_len_4765
tethya01_3439	twilhelma_v1_3678_len_4794
tethya01_3928	twilhelma_v1_4100_len_3886
tethya01_638	twilhelma_v1_2471_len_8501
tethya01_639	twilhelma_v1_2497_len_8425
tethya01_1694	twilhelma_v1_2275_len_9223
tethya01_1695	twilhelma_v1_2276_len_9217
tethya01_5375	twilhelma_v1_5441_len_1788
tethya01_5374	twilhelma_v1_5442_len_1788
tethya01_1691	twilhelma_v1_2273_len_9233
tethya01_630	twilhelma_v1_1472_len_17285
tethya01_631	twilhelma_v1_2433_len_8638
tethya01_632	twilhelma_v1_1567_len_15472
tethya01_633	twilhelma_v1_0251_len_111244
tethya01_634	twilhelma_v1_0903_len_38225
tethya01_635	twilhelma_v1_1892_len_11216
tethya01_636	twilhelma_v1_1392_len_18896
tethya01_637	twilhelma_v1_1589_len_15108
tethya01_186	twilhelma_v1_0749_len_48734
tethya01_187	twilhelma_v1_0182_len_130113
tethya01_184	twilhelma_v1_0728_len_49984
tethya01_185	twilhelma_v1_1924_len_10873
tethya01_182	twilhelma_v1_3200_len_5979
tethya01_183	twilhelma_v1_1747_len_12798
tethya01_180	twilhelma_v1_1278_len_21823
tethya01_181	twilhelma_v1_1811_len_12192
tethya01_188	twilhelma_v1_0204_len_123697
tethya01_189	twilhelma_v1_0076_len_176305
tethya01_2342	twilhelma_v1_2727_len_7559
tethya01_2345	twilhelma_v1_2711_len_7608
tethya01_2347	twilhelma_v1_2739_len_7523
tethya01_2346	twilhelma_v1_2710_len_7616
tethya01_2349	twilhelma_v1_2712_len_7605
tethya01_3695	twilhelma_v1_3895_len_4337
tethya01_3696	twilhelma_v1_3896_len_4336
tethya01_3697	twilhelma_v1_3901_len_4327
tethya01_3692	twilhelma_v1_3893_len_4343
tethya01_3693	twilhelma_v1_3899_len_4331
tethya01_7337	twilhelma_v1_0828_len_42706
tethya01_7336	twilhelma_v1_0816_len_44010
tethya01_7335	twilhelma_v1_0272_len_106378
tethya01_7334	twilhelma_v1_0890_len_39200
tethya01_7333	twilhelma_v1_0021_len_247622
tethya01_7332	twilhelma_v1_0383_len_86038
tethya01_7331	twilhelma_v1_0294_len_100772
tethya01_7330	twilhelma_v1_0781_len_46610
tethya01_7351	twilhelma_v1_0797_len_45703
tethya01_7339	twilhelma_v1_0684_len_53802
tethya01_7338	twilhelma_v1_0451_len_77089
tethya01_6425	twilhelma_v1_5421_len_1811
tethya01_6426	twilhelma_v1_5436_len_1792
tethya01_6427	twilhelma_v1_5425_len_1806
tethya01_6421	twilhelma_v1_5415_len_1824
tethya01_6423	twilhelma_v1_5418_len_1815
tethya01_6428	twilhelma_v1_5429_len_1799
tethya01_6215	twilhelma_v1_4677_len_2841
tethya01_7845	twilhelma_v1_0703_len_52472
tethya01_7844	twilhelma_v1_0959_len_35070
tethya01_7599	twilhelma_v1_1116_len_27760
tethya01_7598	twilhelma_v1_0979_len_33923
tethya01_7841	twilhelma_v1_0362_len_89351
tethya01_7840	twilhelma_v1_0147_len_142007
tethya01_7593	twilhelma_v1_0407_len_82344
tethya01_7590	twilhelma_v1_0464_len_76163
tethya01_7597	twilhelma_v1_0305_len_98823
tethya01_7596	twilhelma_v1_0181_len_130369
tethya01_7595	twilhelma_v1_0785_len_46255
tethya01_7594	twilhelma_v1_0859_len_40775
tethya01_1990	twilhelma_v1_2450_len_8589
tethya01_1993	twilhelma_v1_2462_len_8552
tethya01_1992	twilhelma_v1_2451_len_8587
tethya01_1995	twilhelma_v1_2454_len_8577
tethya01_1997	twilhelma_v1_2472_len_8499
tethya01_1996	twilhelma_v1_2455_len_8575
tethya01_1999	twilhelma_v1_2465_len_8536
tethya01_1998	twilhelma_v1_2457_len_8570
tethya01_4817	twilhelma_v1_4947_len_2418
tethya01_4816	twilhelma_v1_4930_len_2439
tethya01_4814	twilhelma_v1_4945_len_2420
tethya01_4813	twilhelma_v1_4924_len_2450
tethya01_4812	twilhelma_v1_4927_len_2442
tethya01_4811	twilhelma_v1_4922_len_2454
tethya01_4810	twilhelma_v1_4918_len_2460
tethya01_6210	twilhelma_v1_4636_len_2891
tethya01_2648	twilhelma_v1_2962_len_6702
tethya01_2649	twilhelma_v1_2963_len_6702
