## 1.1.1
## assembly	: /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/renamed_Tethya_minuta_all_LRScaf_2.fasta
## coverage	 bam0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/sorted_scaffolds.bam
## taxonomy	 tax0 - /dss/dssfs02/lwp-dss-0001/pn69xe/pn69xe-dss-0000/di52zuc/program/blobtools/copy_megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
Scaffolds_390	11037	0.4664	0	0.0	no-hit	0.0	0
Scaffolds_391	380229	0.3861	0	12.5292	undef	636.0	0
Scaffolds_392	9265	0.4066	0	0.0	no-hit	0.0	0
Scaffolds_393	1197368	0.3905	0	23.9843	undef	191.0	0
Scaffolds_394	20911	0.4265	0	0.0	no-hit	0.0	0
Scaffolds_395	13601	0.3916	0	0.0	undef	178.0	0
Scaffolds_396	916768	0.3821	0	19.4967	undef	2942.0	0
Scaffolds_397	423971	0.3782	0	24.5654	undef	167.0	0
Scaffolds_398	5519	0.5108	0	0.0	no-hit	0.0	0
Scaffolds_399	6146	0.378	0	0.0	no-hit	0.0	0
Scaffolds_400	15250	0.5953	0	0.0	undef	3395.0	0
Scaffolds_401	5958	0.3525	0	0.0	undef	1031.0	0
Scaffolds_402	14527	0.3829	0	0.5057	no-hit	0.0	0
Scaffolds_403	9836	0.5441	0	0.0	no-hit	0.0	0
Scaffolds_404	8946	0.4041	0	0.0	no-hit	0.0	0
Scaffolds_405	4556	0.6288	0	0.0	no-hit	0.0	0
Scaffolds_406	38417	0.417	0	0.0	undef	147.0	0
Scaffolds_407	15137	0.7651	0	0.0	no-hit	0.0	0
Scaffolds_408	22059	0.4349	0	0.0	undef	193.0	0
Scaffolds_409	4440	0.6405	0	0.0	no-hit	0.0	0
Scaffolds_410	140549	0.3773	0	2.8016	no-hit	0.0	0
Scaffolds_411	19205	0.3878	0	2.6347	no-hit	0.0	0
Scaffolds_412	11283	0.3632	0	0.0	no-hit	0.0	0
Scaffolds_413	13770	0.3511	0	0.0	undef	1365.0	0
Scaffolds_414	38645	0.4879	0	0.0	no-hit	0.0	0
Scaffolds_415	8190	0.6729	0	0.0	undef	534.0	0
Scaffolds_416	7931	0.519	0	0.0	no-hit	0.0	0
Scaffolds_417	22129	0.5801	0	0.0	undef	12922.0	0
Scaffolds_418	14954	0.4311	0	0.0	no-hit	0.0	0
Scaffolds_419	25238	0.5634	0	0.0	undef	643.0	0
Scaffolds_420	4928	0.3803	0	0.0	no-hit	0.0	0
Scaffolds_421	7015	0.6527	0	0.0	undef	411.0	0
Scaffolds_422	24167	0.387	0	0.0	no-hit	0.0	0
Scaffolds_423	4775	0.6421	0	0.0	no-hit	0.0	0
Scaffolds_424	108364	0.3935	0	14.6359	no-hit	0.0	0
Scaffolds_425	9084	0.4945	0	0.0	no-hit	0.0	0
Scaffolds_426	40071	0.4861	0	0.0	no-hit	0.0	0
Scaffolds_427	8220	0.5977	0	0.0	undef	3232.0	0
Scaffolds_428	33378	0.3723	0	95.5995	no-hit	0.0	0
Scaffolds_429	5995	0.4727	0	0.0	no-hit	0.0	0
Scaffolds_430	4946	0.3967	0	0.0	no-hit	0.0	0
Scaffolds_431	4299	0.2589	0	0.0	no-hit	0.0	0
Scaffolds_432	4046	0.6557	0	0.0	no-hit	0.0	0
Scaffolds_433	11480	0.5614	0	0.0	no-hit	0.0	0
Scaffolds_434	61813	0.4829	0	0.0	no-hit	0.0	0
Scaffolds_435	8923	0.611	0	0.0	undef	3506.0	0
Scaffolds_436	8872	0.3265	0	0.0	no-hit	0.0	0
Scaffolds_437	23164	0.5692	0	0.0	undef	135.0	0
Scaffolds_438	193899	0.383	0	17.9034	undef	171.0	0
Scaffolds_439	4691	0.3534	0	0.0	undef	758.0	0
Scaffolds_440	26510	0.3636	0	0.0	undef	1387.0	0
Scaffolds_441	5245	0.6982	0	0.0	undef	281.0	0
Scaffolds_442	9333	0.5696	0	0.0	no-hit	0.0	0
Scaffolds_443	18472	0.4663	0	0.0447	undef	2254.0	0
Scaffolds_444	7954	0.6284	0	0.0	undef	619.0	0
Scaffolds_445	57604	0.5581	0	0.0	undef	7142.0	0
Scaffolds_446	8587	0.3845	0	0.0	no-hit	0.0	0
Scaffolds_447	12717	0.4782	0	0.0	no-hit	0.0	0
Scaffolds_448	143470	0.5946	0	0.0	undef	2071.0	0
Scaffolds_449	10966	0.2611	0	0.0	no-hit	0.0	0
Scaffolds_450	17245	0.4658	0	0.016	undef	1940.0	0
Scaffolds_451	15249	0.3611	0	0.0	no-hit	0.0	0
Scaffolds_452	6543	0.5751	0	0.0	undef	202.0	0
Scaffolds_453	4916	0.4687	0	0.0	no-hit	0.0	0
Scaffolds_454	10043	0.5412	0	0.0	undef	1064.0	0
Scaffolds_455	6455	0.6691	0	0.0	no-hit	0.0	0
Scaffolds_456	312949	0.4355	0	0.0012	undef	459.0	0
Scaffolds_457	15846	0.5824	0	0.0	undef	675.0	0
Scaffolds_458	57439	0.5505	0	0.0	undef	1280.0	0
Scaffolds_459	47937	0.3837	0	13.7869	no-hit	0.0	0
Scaffolds_460	33105	0.3765	0	13.8058	no-hit	0.0	0
Scaffolds_461	6246	0.3248	0	0.0	undef	274.0	0
Scaffolds_462	21400	0.5838	0	0.0	undef	2970.0	0
Scaffolds_463	11828	0.6729	0	0.0	undef	891.0	0
Scaffolds_464	5666	0.3623	0	0.0	undef	540.0	0
Scaffolds_465	5902	0.6452	0	0.0	no-hit	0.0	0
Scaffolds_466	5262	0.3341	0	0.0	undef	381.0	0
Scaffolds_467	34799	0.3577	0	0.0	undef	5854.0	0
Scaffolds_468	4575	0.3897	0	0.0	no-hit	0.0	0
Scaffolds_469	7999	0.4234	0	0.0	no-hit	0.0	0
Scaffolds_470	37583	0.6623	0	0.0	undef	872.0	0
Scaffolds_471	15991	0.5863	0	0.0115	undef	176.0	0
Scaffolds_472	5413	0.6579	0	0.0	no-hit	0.0	0
Scaffolds_473	4112	0.448	0	0.0	no-hit	0.0	0
Scaffolds_474	4870	0.6133	0	0.0	no-hit	0.0	0
Scaffolds_475	6141	0.6486	0	0.0	no-hit	0.0	0
Scaffolds_476	10513	0.554	0	0.0	undef	2519.0	0
Scaffolds_477	17426	0.527	0	0.0	no-hit	0.0	0
Scaffolds_478	43514	0.4522	0	0.0	no-hit	0.0	0
Scaffolds_479	10828	0.5936	0	0.0	undef	254.0	0
Scaffolds_480	12436	0.6736	0	0.0	undef	1301.0	0
Scaffolds_481	99177	0.5751	0	0.0	undef	2200.0	0
Scaffolds_482	11518	0.3769	0	14.9569	no-hit	0.0	0
Scaffolds_483	4567	0.3492	0	0.0	no-hit	0.0	0
Scaffolds_484	7935	0.3733	0	0.0	no-hit	0.0	0
Scaffolds_485	21606	0.3668	0	3.5914	no-hit	0.0	0
Scaffolds_486	8168	0.4902	0	0.0	undef	189.0	0
Scaffolds_487	7488	0.5915	0	0.0	undef	383.0	0
Scaffolds_488	7710	0.6606	0	0.0	undef	773.0	0
Scaffolds_489	16005	0.5823	0	0.0	undef	8399.0	0
Scaffolds_490	33305	0.4264	0	0.0	undef	241.0	0
Scaffolds_491	12051	0.3726	0	0.0	no-hit	0.0	0
Scaffolds_492	6116	0.3939	0	0.0	no-hit	0.0	0
Scaffolds_493	26186	0.6347	0	0.0	undef	291.0	0
Scaffolds_494	6356	0.4036	0	0.0	no-hit	0.0	0
Scaffolds_495	17650	0.3797	0	0.0	no-hit	0.0	0
Scaffolds_496	6203	0.3787	0	0.0	no-hit	0.0	0
Scaffolds_497	16523	0.615	0	0.0	undef	291.0	0
Scaffolds_498	5741	0.7129	0	0.0	no-hit	0.0	0
Scaffolds_499	9874	0.6721	0	0.0	undef	252.0	0
Scaffolds_500	53302	0.535	0	0.0	no-hit	0.0	0
Scaffolds_501	97044	0.5956	0	0.0	undef	4693.0	0
Scaffolds_502	4631	0.352	0	0.0	undef	990.0	0
Scaffolds_503	19381	0.553	0	0.0	no-hit	0.0	0
Scaffolds_504	9447	0.5803	0	0.0	undef	2756.0	0
Scaffolds_505	112811	0.3905	0	0.1799	no-hit	0.0	0
Scaffolds_506	24907	0.6792	0	0.0	no-hit	0.0	0
Scaffolds_507	6896	0.4891	0	0.0	no-hit	0.0	0
Scaffolds_508	13129	0.6367	0	0.0	undef	1195.0	0
Scaffolds_509	11131	0.463	0	0.0	no-hit	0.0	0
Scaffolds_510	24408	0.4873	0	0.0	no-hit	0.0	0
Scaffolds_511	13564	0.4162	0	0.0	no-hit	0.0	0
Scaffolds_512	4977	0.5453	0	0.0	no-hit	0.0	0
Scaffolds_513	24573	0.7086	0	0.0	undef	390.0	0
Scaffolds_514	25927	0.4944	0	0.0	no-hit	0.0	0
Scaffolds_515	14254	0.578	0	0.0	undef	7012.0	0
Scaffolds_516	735519	0.3793	0	26.1182	undef	239.0	0
Scaffolds_517	11313	0.5842	0	0.0	undef	2684.0	0
Scaffolds_518	54078	0.6616	0	0.0	undef	150.0	0
Scaffolds_519	20795	0.3802	0	0.0	no-hit	0.0	0
Scaffolds_520	1367625	0.3873	0	51.7837	undef	285.0	0
Scaffolds_521	11686	0.3953	0	4.652	no-hit	0.0	0
Scaffolds_522	5911	0.4981	0	0.0	no-hit	0.0	0
Scaffolds_523	13736	0.7086	0	0.0	no-hit	0.0	0
Scaffolds_524	6151	0.3843	0	0.0	no-hit	0.0	0
Scaffolds_525	10985	0.5707	0	0.0	undef	305.0	0
Scaffolds_526	579093	0.3836	0	45.655	undef	154.0	0
Scaffolds_527	6558	0.3663	0	4.3689	no-hit	0.0	0
Scaffolds_528	5416	0.6204	0	0.0	no-hit	0.0	0
Scaffolds_529	31225	0.379	0	0.0471	no-hit	0.0	0
Scaffolds_530	5738	0.3785	0	0.0	no-hit	0.0	0
Scaffolds_531	18252	0.4811	0	0.0	no-hit	0.0	0
Scaffolds_532	20981	0.4891	0	0.0	no-hit	0.0	0
Scaffolds_533	12939	0.3785	0	0.1419	no-hit	0.0	0
Scaffolds_534	18076	0.4332	0	0.0	undef	508.0	0
Scaffolds_535	21026	0.4019	0	0.1485	no-hit	0.0	0
Scaffolds_536	8294	0.4448	0	0.0	no-hit	0.0	0
Scaffolds_537	226299	0.3768	0	14.8321	undef	145.0	0
Scaffolds_538	8781	0.438	0	0.0	no-hit	0.0	0
Scaffolds_539	7218	0.5772	0	0.0	undef	4724.0	0
Scaffolds_540	5858	0.6209	0	0.0	no-hit	0.0	0
Scaffolds_541	14040	0.385	0	0.0	undef	1622.0	0
Scaffolds_542	8078	0.5615	0	0.0	undef	4957.0	0
Scaffolds_543	4456	0.621	0	0.0	undef	167.0	0
Scaffolds_544	29049	0.4796	0	0.0	no-hit	0.0	0
Scaffolds_545	26782	0.3618	0	0.0034	no-hit	0.0	0
Scaffolds_546	16522	0.6815	0	0.0	undef	998.0	0
Scaffolds_547	7630	0.3758	0	0.0361	no-hit	0.0	0
Scaffolds_548	6912	0.6019	0	0.0	undef	4181.0	0
Scaffolds_549	26531	0.366	0	0.0	undef	2026.0	0
Scaffolds_550	7786	0.3992	0	0.0	no-hit	0.0	0
Scaffolds_551	13576	0.4546	0	0.0	no-hit	0.0	0
Scaffolds_552	5088	0.5894	0	0.0	undef	3563.0	0
Scaffolds_553	15826	0.6075	0	0.0116	no-hit	0.0	0
Scaffolds_554	9055	0.532	0	0.0	undef	464.0	0
Scaffolds_555	323962	0.3807	0	63.1787	no-hit	0.0	0
Scaffolds_556	23993	0.427	0	0.8229	undef	1022.0	0
Scaffolds_557	123366	0.3795	0	0.9483	no-hit	0.0	0
Scaffolds_558	19941	0.2391	0	0.0	no-hit	0.0	0
Scaffolds_559	14552	0.429	0	0.0	no-hit	0.0	0
Scaffolds_560	9362	0.5528	0	0.0	undef	2021.0	0
Scaffolds_561	5969	0.5957	0	0.0	undef	2047.0	0
Scaffolds_562	13346	0.6188	0	0.0	undef	433.0	0
Scaffolds_563	8576	0.6337	0	0.0	undef	496.0	0
Scaffolds_564	17627	0.4831	0	0.0	no-hit	0.0	0
Scaffolds_565	14227	0.3675	0	0.0	undef	630.0	0
Scaffolds_566	9558	0.6545	0	0.0	no-hit	0.0	0
Scaffolds_567	7001	0.3747	0	0.0	undef	704.0	0
Scaffolds_568	22976	0.6226	0	0.0	undef	811.0	0
Scaffolds_569	13548	0.4764	0	0.0	no-hit	0.0	0
Scaffolds_570	7672	0.3445	0	0.0	undef	1040.0	0
Scaffolds_571	5347	0.3434	0	0.0	undef	442.0	0
Scaffolds_572	8037	0.4616	0	0.0	no-hit	0.0	0
Scaffolds_573	10335	0.6878	0	0.0	undef	337.0	0
Scaffolds_574	186373	0.3847	0	40.152	no-hit	0.0	0
Scaffolds_575	8923	0.5387	0	0.0	undef	2521.0	0
Scaffolds_576	8654	0.4906	0	0.0	undef	165.0	0
Scaffolds_577	16911	0.4705	0	0.0	no-hit	0.0	0
Scaffolds_578	7662	0.5817	0	0.0	undef	2368.0	0
Scaffolds_579	4735	0.3354	0	0.0	no-hit	0.0	0
Scaffolds_580	19393	0.3776	0	0.0521	no-hit	0.0	0
Scaffolds_581	10113	0.6057	0	0.0	undef	446.0	0
Scaffolds_582	11122	0.6079	0	0.0	no-hit	0.0	0
Scaffolds_583	21175	0.5931	0	0.0	no-hit	0.0	0
Scaffolds_584	7027	0.4419	0	0.0	undef	490.0	0
Scaffolds_585	5327	0.6112	0	0.0	no-hit	0.0	0
Scaffolds_586	13729	0.5402	0	0.0	undef	1160.0	0
Scaffolds_587	4929	0.3871	0	0.0	undef	1417.0	0
Scaffolds_588	20469	0.3151	0	0.0	no-hit	0.0	0
Scaffolds_589	9727	0.3903	0	0.3965	no-hit	0.0	0
Scaffolds_590	144802	0.3858	0	0.3076	no-hit	0.0	0
Scaffolds_591	73357	0.3797	0	0.1202	no-hit	0.0	0
Scaffolds_592	52955	0.6056	0	0.0	undef	667.0	0
Scaffolds_593	16750	0.5647	0	0.0	no-hit	0.0	0
Scaffolds_594	14781	0.4808	0	0.0	no-hit	0.0	0
Scaffolds_595	6162	0.5758	0	0.0	undef	3766.0	0
Scaffolds_596	5599	0.4392	0	0.0	no-hit	0.0	0
Scaffolds_597	32313	0.57	0	0.0	undef	7437.0	0
Scaffolds_598	13338	0.4222	0	0.0	no-hit	0.0	0
Scaffolds_599	13710	0.6137	0	0.0	undef	300.0	0
Scaffolds_600	4957	0.4606	0	0.0	no-hit	0.0	0
Scaffolds_601	18964	0.4763	0	0.0	no-hit	0.0	0
Scaffolds_602	7955	0.5698	0	0.0	undef	2248.0	0
Scaffolds_603	20262	0.4047	0	5.6471	no-hit	0.0	0
Scaffolds_604	6023	0.3957	0	0.0	no-hit	0.0	0
Scaffolds_605	16375	0.5825	0	0.0	undef	1934.0	0
Scaffolds_606	47074	0.5827	0	0.0	undef	13439.0	0
Scaffolds_607	5569	0.3866	0	0.0	no-hit	0.0	0
Scaffolds_608	8848	0.5824	0	0.0	undef	3690.0	0
Scaffolds_609	773658	0.3952	0	30.6716	undef	1079.0	0
Scaffolds_610	13197	0.263	0	0.0	no-hit	0.0	0
Scaffolds_611	11136	0.3658	0	0.6185	no-hit	0.0	0
Scaffolds_612	6072	0.3523	0	0.0	undef	1037.0	0
Scaffolds_613	4513	0.5116	0	0.0	no-hit	0.0	0
Scaffolds_614	15601	0.3329	0	0.0	undef	1522.0	0
Scaffolds_615	10685	0.4963	0	0.0	no-hit	0.0	0
Scaffolds_616	14208	0.6949	0	0.0	no-hit	0.0	0
Scaffolds_617	4777	0.3586	0	0.0	undef	1243.0	0
Scaffolds_618	5950	0.5055	0	0.0	no-hit	0.0	0
Scaffolds_619	16198	0.5837	0	0.0	undef	2828.0	0
Scaffolds_620	5005	0.3461	0	0.0	undef	261.0	0
Scaffolds_621	6410	0.3282	0	0.0	undef	920.0	0
Scaffolds_622	121638	0.7188	0	0.0053	undef	1611.0	0
Scaffolds_623	6790	0.3851	0	0.0	no-hit	0.0	0
Scaffolds_624	11857	0.4717	0	0.0	no-hit	0.0	0
Scaffolds_625	98524	0.5756	0	0.0	undef	442.0	0
Scaffolds_626	46756	0.4855	0	0.0	no-hit	0.0	0
Scaffolds_627	17633	0.6205	0	0.0	undef	455.0	0
Scaffolds_628	7849	0.5963	0	0.0	undef	734.0	0
Scaffolds_629	4743	0.6329	0	0.0	undef	381.0	0
Scaffolds_630	14210	0.5947	0	0.0	undef	1919.0	0
Scaffolds_631	5942	0.59	0	0.0	undef	2798.0	0
Scaffolds_632	19767	0.379	0	1.1521	no-hit	0.0	0
Scaffolds_633	160779	0.3794	0	4.7258	no-hit	0.0	0
Scaffolds_634	14083	0.5991	0	0.0	undef	416.0	0
Scaffolds_635	6749	0.6189	0	0.0	undef	340.0	0
Scaffolds_636	12453	0.5992	0	0.0	no-hit	0.0	0
Scaffolds_637	9820	0.5635	0	0.0	no-hit	0.0	0
Scaffolds_638	5766	0.3337	0	0.0	undef	529.0	0
Scaffolds_639	4252	0.663	0	0.0	no-hit	0.0	0
Scaffolds_640	10133	0.5912	0	0.0	no-hit	0.0	0
Scaffolds_641	4468	0.4346	0	0.0	no-hit	0.0	0
Scaffolds_642	13724	0.5628	0	0.0	undef	817.0	0
Scaffolds_643	238000	0.3749	0	3.096	no-hit	0.0	0
Scaffolds_644	1777800	0.3934	0	40.6804	undef	931.0	0
Scaffolds_645	367440	0.3827	0	10.4464	undef	185.0	0
Scaffolds_646	20468	0.7174	0	0.0	no-hit	0.0	0
Scaffolds_647	1577474	0.3876	0	19.8963	undef	287.0	0
Scaffolds_648	15412	0.4598	0	0.0	no-hit	0.0	0
Scaffolds_649	5876	0.4377	0	0.0	no-hit	0.0	0
Scaffolds_650	23083	0.5273	0	0.0	no-hit	0.0	0
Scaffolds_651	15206	0.4928	0	0.0	no-hit	0.0	0
Scaffolds_652	145142	0.6033	0	0.0013	undef	2161.0	0
Scaffolds_653	8230	0.4671	0	0.0	no-hit	0.0	0
Scaffolds_654	5641	0.3909	0	0.0	no-hit	0.0	0
Scaffolds_655	7460	0.6507	0	0.0	no-hit	0.0	0
Scaffolds_656	160788	0.374	0	6.5537	no-hit	0.0	0
Scaffolds_657	18584	0.6917	0	0.0	undef	2571.0	0
Scaffolds_658	18196	0.4203	0	0.0	no-hit	0.0	0
Scaffolds_659	5578	0.4385	0	0.0	no-hit	0.0	0
Scaffolds_660	16019	0.4691	0	0.0	no-hit	0.0	0
Scaffolds_661	4730	0.6184	0	0.0	no-hit	0.0	0
Scaffolds_662	4607	0.596	0	0.0	undef	966.0	0
Scaffolds_663	11730	0.5463	0	0.0	no-hit	0.0	0
Scaffolds_664	18032	0.4198	0	0.0	undef	664.0	0
Scaffolds_665	13749	0.4664	0	0.0	no-hit	0.0	0
Scaffolds_666	67645	0.3781	0	33.1971	no-hit	0.0	0
Scaffolds_667	6542	0.4482	0	0.0	no-hit	0.0	0
Scaffolds_668	22804	0.5712	0	0.0	undef	3771.0	0
Scaffolds_669	20521	0.5899	0	0.0	undef	5971.0	0
Scaffolds_670	9626	0.3238	0	0.0	undef	900.0	0
Scaffolds_671	18721	0.4356	0	0.0	no-hit	0.0	0
Scaffolds_672	8171	0.3459	0	0.0899	no-hit	0.0	0
Scaffolds_673	10474	0.5646	0	0.0	undef	505.0	0
Scaffolds_674	45262	0.3753	0	28.2296	undef	154.0	0
Scaffolds_675	1926824	0.3912	0	53.3881	undef	364.0	0
Scaffolds_676	1190679	0.5948	0	0.0	undef	1480.0	0
Scaffolds_677	11663	0.4177	0	0.0	no-hit	0.0	0
Scaffolds_678	5694	0.3704	0	0.0323	no-hit	0.0	0
Scaffolds_679	5096	0.6525	0	0.0	no-hit	0.0	0
Scaffolds_680	7373	0.2413	0	0.0	no-hit	0.0	0
Scaffolds_681	18840	0.5989	0	0.0	undef	8924.0	0
Scaffolds_682	403051	0.3925	0	37.0763	undef	196.0	0
Scaffolds_683	32764	0.5698	0	0.0	no-hit	0.0	0
Scaffolds_684	48340	0.3917	0	7.4524	no-hit	0.0	0
Scaffolds_685	27793	0.5714	0	0.0	undef	6791.0	0
Scaffolds_686	17220	0.7186	0	0.0	no-hit	0.0	0
Scaffolds_687	8902	0.6678	0	0.0	no-hit	0.0	0
Scaffolds_688	5470	0.3925	0	0.0	no-hit	0.0	0
Scaffolds_689	16941	0.5641	0	0.0	undef	139.0	0
Scaffolds_690	5833	0.4305	0	0.0	no-hit	0.0	0
Scaffolds_691	227001	0.3816	0	6.384	undef	195.0	0
Scaffolds_692	10615	0.6122	0	0.0	undef	900.0	0
Scaffolds_693	20962	0.6925	0	0.0	no-hit	0.0	0
Scaffolds_694	136172	0.3886	0	4.5318	no-hit	0.0	0
Scaffolds_695	18913	0.4693	0	0.0	no-hit	0.0	0
Scaffolds_696	21028	0.5868	0	0.0	undef	4776.0	0
Scaffolds_697	6817	0.3889	0	0.0	no-hit	0.0	0
Scaffolds_698	366300	0.3868	0	26.1274	undef	292.0	0
Scaffolds_699	11805	0.5856	0	0.0	undef	7343.0	0
Scaffolds_700	6365	0.502	0	0.0	no-hit	0.0	0
Scaffolds_701	7656	0.3883	0	0.0	no-hit	0.0	0
Scaffolds_702	35142	0.4331	0	0.0	no-hit	0.0	0
Scaffolds_703	4383	0.3279	0	0.0	undef	147.0	0
Scaffolds_704	5017	0.4786	0	0.0	undef	4329.0	0
Scaffolds_705	7061	0.3604	0	0.0	undef	405.0	0
Scaffolds_706	26515	0.4039	0	0.0	no-hit	0.0	0
Scaffolds_707	5121	0.3673	0	0.0	undef	699.0	0
Scaffolds_708	11057	0.5978	0	0.0	undef	5936.0	0
Scaffolds_709	5803	0.4953	0	0.0	no-hit	0.0	0
Scaffolds_710	1587595	0.3864	0	22.1855	undef	150.0	0
Scaffolds_711	18254	0.3595	0	0.0	undef	1057.0	0
Scaffolds_712	9339	0.6298	0	0.0	undef	671.0	0
Scaffolds_713	7756	0.4876	0	0.0	no-hit	0.0	0
Scaffolds_714	107867	0.3853	0	171.0567	no-hit	0.0	0
Scaffolds_715	4915	0.6578	0	0.0	no-hit	0.0	0
Scaffolds_716	7016	0.7279	0	0.0	undef	1057.0	0
Scaffolds_717	40682	0.3556	0	0.0	undef	1653.0	0
Scaffolds_718	8466	0.3564	0	0.0	undef	963.0	0
Scaffolds_719	58767	0.3806	0	2.8377	no-hit	0.0	0
Scaffolds_720	6159	0.3661	0	0.0	no-hit	0.0	0
Scaffolds_721	4921	0.5767	0	0.0	undef	1037.0	0
Scaffolds_722	13361	0.3592	0	0.0	undef	761.0	0
Scaffolds_723	9084	0.5935	0	0.0	undef	2758.0	0
Scaffolds_724	7977	0.6718	0	0.023	no-hit	0.0	0
Scaffolds_725	5247	0.3726	0	0.0	no-hit	0.0	0
Scaffolds_726	51999	0.4544	0	0.0053	undef	1914.0	0
Scaffolds_727	19887	0.5822	0	0.0	undef	8159.0	0
Scaffolds_728	14869	0.6367	0	0.0	undef	427.0	0
Scaffolds_729	5771	0.3388	0	0.541	no-hit	0.0	0
Scaffolds_730	12936	0.3806	0	0.0	undef	3059.0	0
Scaffolds_731	22677	0.381	0	0.1539	undef	7502.0	0
Scaffolds_732	14783	0.4245	0	0.0	no-hit	0.0	0
Scaffolds_733	146140	0.3787	0	49.7055	undef	171.0	0
Scaffolds_734	9368	0.3481	0	0.0	undef	399.0	0
Scaffolds_735	15583	0.3497	0	0.0	no-hit	0.0	0
Scaffolds_736	19610	0.5886	0	0.0	undef	784.0	0
Scaffolds_737	17028	0.4386	0	0.0	no-hit	0.0	0
Scaffolds_738	10014	0.3543	0	0.0	no-hit	0.0	0
Scaffolds_739	6353	0.626	0	0.0	undef	324.0	0
Scaffolds_740	5063	0.6196	0	0.0	undef	191.0	0
Scaffolds_741	12481	0.2105	0	0.0	no-hit	0.0	0
Scaffolds_742	101391	0.5877	0	0.0	undef	405.0	0
Scaffolds_743	32275	0.6783	0	0.0	no-hit	0.0	0
Scaffolds_744	1224589	0.3966	0	57.9509	undef	987.0	0
Scaffolds_745	26481	0.4274	0	0.0	no-hit	0.0	0
Scaffolds_746	1482276	0.3898	0	33.6249	undef	220.0	0
Scaffolds_747	22085	0.4791	0	0.0	no-hit	0.0	0
Scaffolds_748	12062	0.6255	0	0.0	undef	167.0	0
Scaffolds_749	9550	0.5941	0	0.0	undef	2939.0	0
Scaffolds_750	7614	0.3541	0	0.3859	no-hit	0.0	0
Scaffolds_751	19523	0.3872	0	2.3095	no-hit	0.0	0
Scaffolds_752	23705	0.4293	0	0.0	undef	584.0	0
Scaffolds_753	4768	0.5682	0	0.0	undef	3144.0	0
Scaffolds_754	85006	0.3787	0	11.1507	no-hit	0.0	0
Scaffolds_755	19037	0.3828	0	0.0	undef	135.0	0
Scaffolds_756	5917	0.3821	0	0.0	no-hit	0.0	0
Scaffolds_757	21815	0.4484	0	0.0	undef	169.0	0
Scaffolds_758	432387	0.3923	0	24.9712	undef	148.0	0
Scaffolds_759	13756	0.3742	0	0.0	undef	1733.0	0
Scaffolds_760	34065	0.6935	0	0.0	undef	1182.0	0
Scaffolds_761	36796	0.4802	0	0.0	no-hit	0.0	0
Scaffolds_762	9230	0.3668	0	0.0	undef	401.0	0
Scaffolds_763	14419	0.3486	0	0.0	undef	1744.0	0
Scaffolds_764	12867	0.4866	0	0.0	no-hit	0.0	0
Scaffolds_765	16052	0.3866	0	5.4977	no-hit	0.0	0
Scaffolds_766	24543	0.3764	0	0.0	undef	684.0	0
Scaffolds_767	8148	0.5556	0	0.0	undef	791.0	0
Scaffolds_768	7709	0.3545	0	0.0	no-hit	0.0	0
Scaffolds_769	8968	0.3584	0	0.0	undef	1140.0	0
Scaffolds_770	4520	0.4035	0	0.0	no-hit	0.0	0
Scaffolds_771	22208	0.4733	0	0.0	no-hit	0.0	0
Scaffolds_772	6699	0.6247	0	0.0	no-hit	0.0	0
Scaffolds_773	77169	0.5165	0	0.0	undef	479.0	0
Scaffolds_774	5668	0.4118	0	0.0	undef	145.0	0
Scaffolds_775	20227	0.5716	0	0.0	no-hit	0.0	0
Scaffolds_776	22306	0.3823	0	0.9592	no-hit	0.0	0
Scaffolds_777	5608	0.3474	0	0.0	undef	1349.0	0
Scaffolds_778	14977	0.5976	0	0.0	undef	6652.0	0
Scaffolds_779	6676	0.3993	0	0.0	no-hit	0.0	0
Scaffolds_780	4968	0.5628	0	0.0	undef	826.0	0
Scaffolds_781	459127	0.3848	0	18.963	no-hit	0.0	0
Scaffolds_782	45974	0.6454	0	0.0	no-hit	0.0	0
Scaffolds_783	4717	0.4942	0	0.0	no-hit	0.0	0
Scaffolds_784	10899	0.3687	0	0.0	undef	1378.0	0
Scaffolds_785	36690	0.3559	0	0.0	undef	3720.0	0
Scaffolds_786	27621	0.3531	0	0.0	undef	1868.0	0
Scaffolds_787	21765	0.5855	0	0.0	undef	532.0	0
Scaffolds_788	7998	0.5999	0	0.0	undef	1958.0	0
Scaffolds_789	8280	0.7332	0	0.0	undef	211.0	0
Scaffolds_790	7554	0.6101	0	0.0	undef	287.0	0
Scaffolds_791	4425	0.3939	0	0.0	no-hit	0.0	0
Scaffolds_792	16881	0.5931	0	0.0	undef	2734.0	0
Scaffolds_793	4570	0.5641	0	0.0	undef	150.0	0
Scaffolds_794	7964	0.332	0	0.0	undef	2124.0	0
Scaffolds_795	4481	0.5912	0	0.0	undef	2658.0	0
Scaffolds_796	7898	0.6478	0	0.0	no-hit	0.0	0
Scaffolds_797	8498	0.3731	0	0.0	no-hit	0.0	0
Scaffolds_798	6058	0.3665	0	0.0	no-hit	0.0	0
